gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,logP,Signif,Difference
GALGAL-R05675,0.012948983021443,0.408446776506163,0.027,0.02,1,0,not significant,0.007
GALGAL-R08205,0.0129769101552781,0.319950659755017,0.026,0.019,1,0,not significant,0.007
GALGAL-R14388,0.0130057080484703,0.79786953549862,0.009,0.005,1,0,not significant,0.004
GALGAL-R13301,0.0130124751426041,0.220464385955546,0.054,0.045,1,0,not significant,0.009
GALGAL-R17317,0.0130213085166056,2.15335019009701,0.002,0,1,0,not significant,0.002
GALGAL-R16411,0.0130358919890884,-1.75354040551151,0,0.002,1,0,not significant,-0.002
GALGAL-R00523,0.0130514395153405,-2.18649981278761,0,0.001,1,0,not significant,-0.001
GALGAL-R10507,0.0130562249746793,-2.0165748113453,0,0.001,1,0,not significant,-0.001
GALGAL-R10004,0.0130562249746793,-2.0165748113453,0,0.001,1,0,not significant,-0.001
GALGAL-R10389,0.0130562249746793,-2.0165748113453,0,0.001,1,0,not significant,-0.001
GALGAL-R10298,0.0130562249746793,-2.0165748113453,0,0.001,1,0,not significant,-0.001
GALGAL-R06858,0.0130562249746793,-2.0165748113453,0,0.001,1,0,not significant,-0.001
GALGAL-R16896,0.0130674028161161,-1.69464671645794,0,0.001,1,0,not significant,-0.001
GALGAL-R01514,0.0130686966251229,-0.55446905840968,0.012,0.016,1,0,not significant,-0.004
GALGAL-R12523,0.0130932781091391,0.489316118384655,0.039,0.031,1,0,not significant,0.008
GALGAL-R03975,0.0130975315474437,0.270306336442858,0.054,0.045,1,0,not significant,0.009
GALGAL-R11067,0.0131360985935413,0.208845302688712,0.054,0.044,1,0,not significant,0.01
GALGAL-R02293,0.0131505915229118,0.31348116442546,0.041,0.033,1,0,not significant,0.008
GALGAL-R07837,0.0131913973661561,0.983425188654698,0.006,0.003,1,0,not significant,0.003
GALGAL-R15911,0.0132081013502563,0.215806018844302,0.067,0.056,1,0,not significant,0.011
GALGAL-R04324,0.013230056681996,0.257015387067361,0.056,0.047,1,0,not significant,0.009
GALGAL-R07543,0.0132464117480804,-1.19714705698712,0.003,0.005,1,0,not significant,-0.002
GALGAL-R10290,0.0132519050193305,0.472463269377317,0.025,0.018,1,0,not significant,0.007
GALGAL-R07804,0.0132583755655549,1.56838768937585,0.003,0.001,1,0,not significant,0.002
GALGAL-R07721,0.0132758161744775,0.501556180897644,0.021,0.015,1,0,not significant,0.006
GALGAL-R14047,0.0132765628237719,0.275381203791,0.045,0.036,1,0,not significant,0.009
GALGAL-R17241,0.0132858226140673,-0.917039137794389,0.003,0.005,1,0,not significant,-0.002
GALGAL-R15692,0.0132888595310349,0.365702939456892,0.045,0.036,1,0,not significant,0.009
GALGAL-R16402,0.0133006558493028,0.24224323968742,0.056,0.046,1,0,not significant,0.01
GALGAL-R00804,0.0133008535630574,0.000424466011538449,0.846,0.841,1,0,not significant,0.005
GALGAL-R07456,0.0133053111275452,0.702688781087445,0.012,0.008,1,0,not significant,0.004
GALGAL-R13225,0.0133675688771243,-1.86457171790025,0,0.002,1,0,not significant,-0.002
GALGAL-R17702,0.0133675688771243,-1.86457171790025,0,0.002,1,0,not significant,-0.002
GALGAL-R15506,0.0133675688771243,-1.86457171790025,0,0.002,1,0,not significant,-0.002
GALGAL-R10042,0.0133783492111931,0.388939913815034,0.014,0.009,1,0,not significant,0.005
GALGAL-R13973,0.0133794772993717,-1.60153731206646,0,0.002,1,0,not significant,-0.002
GALGAL-R10070,0.0134055989653366,0.190750161902203,0.079,0.067,1,0,not significant,0.012
GALGAL-R15448,0.0134065287581299,-0.700547317897625,0.006,0.009,1,0,not significant,-0.003
GALGAL-R00280,0.013427119684579,0.063057207127911,0.168,0.152,1,0,not significant,0.016
GALGAL-R02414,0.0134675199842087,0.613056738709582,0.015,0.01,1,0,not significant,0.005
GALGAL-R06879,0.0134752026658143,0.471219030368855,0.023,0.017,1,0,not significant,0.006
GALGAL-R04535,0.0134979674447246,-0.297400524990822,0.055,0.065,1,0,not significant,-0.01
GALGAL-R02397,0.0135764517213481,-0.222215868392426,0.105,0.117,1,0,not significant,-0.012
GALGAL-R11395,0.013592360010057,0.0879620849919676,0.489,0.477,1,0,not significant,0.012
GALGAL-R11005,0.0135977116016158,0.216085945444972,0.064,0.053,1,0,not significant,0.011
GALGAL-R08273,0.0136320446064224,0.290351120202812,0.048,0.039,1,0,not significant,0.009
GALGAL-R15684,0.013633906802471,0.0752721415555899,0.348,0.328,1,0,not significant,0.02
GALGAL-R13238,0.0136599192458062,0.379685480902912,0.021,0.015,1,0,not significant,0.006
GALGAL-R03091,0.0136791226136341,0.254727210472091,0.052,0.042,1,0,not significant,0.01
GALGAL-R02518,0.0136873193146084,-1.45267392615198,0.002,0.004,1,0,not significant,-0.002
GALGAL-R01631,0.013705018254046,0.966147197222861,0.007,0.004,1,0,not significant,0.003
GALGAL-R16741,0.0137056525125198,-0.222496868085044,0.097,0.084,1,0,not significant,0.013
GALGAL-R11756,0.0137159004016123,-0.128190946850534,0.182,0.198,1,0,not significant,-0.016
GALGAL-R01703,0.0137307113995372,-1.17703948353855,0.002,0.004,1,0,not significant,-0.002
GALGAL-R16922,0.0137325355163068,-1.16857790479035,0.002,0.004,1,0,not significant,-0.002
GALGAL-R15188,0.0137889286825267,0.669925715837916,0.009,0.006,1,0,not significant,0.003
GALGAL-R03189,0.013814556441116,0.538943911483372,0.017,0.012,1,0,not significant,0.005
GALGAL-R09194,0.0138316566846232,-0.0518032996562845,0.286,0.261,1,0,not significant,0.025
GALGAL-R01131,0.013844710361081,0.102352216518212,0.136,0.121,1,0,not significant,0.015
GALGAL-R06524,0.0138788668243433,-0.435345029500477,0.015,0.01,1,0,not significant,0.005
GALGAL-R15398,0.0139046779354549,-0.83878769213002,0.006,0.01,1,0,not significant,-0.004
GALGAL-R14197,0.0139641987063784,-0.888250714369764,0.003,0.006,1,0,not significant,-0.003
GALGAL-R17550,0.0139970061871428,0.690378213754464,0.01,0.006,1,0,not significant,0.004
GALGAL-R09856,0.0140034775052201,0.551109697944018,0.015,0.011,1,0,not significant,0.004
GALGAL-R16444,0.0140231145408122,-0.282526700561392,0.045,0.053,1,0,not significant,-0.008
GALGAL-R15349,0.0140358248799929,-0.838237570086791,0.004,0.007,1,0,not significant,-0.003
GALGAL-R07221,0.0140595720671449,-0.228910520966434,0.206,0.221,1,0,not significant,-0.015
GALGAL-R15134,0.0140721936803281,0.131626711939891,0.1,0.087,1,0,not significant,0.013
GALGAL-R06822,0.0140852643431113,-0.335786818124083,0.03,0.037,1,0,not significant,-0.007
GALGAL-R14189,0.014164999983357,1.08296086220561,0.005,0.003,1,0,not significant,0.002
GALGAL-R12850,0.0141846932817501,-0.268682613381309,0.309,0.322,1,0,not significant,-0.013
GALGAL-R12239,0.0142626919035461,0.172684981412454,0.093,0.082,1,0,not significant,0.011
GALGAL-R13967,0.0142766016580924,0.675302893292365,0.011,0.007,1,0,not significant,0.004
GALGAL-R03850,0.0143340136821298,0.0391346212409847,0.023,0.017,1,0,not significant,0.006
GALGAL-R13266,0.0143640874846829,0.135830091053991,0.136,0.121,1,0,not significant,0.015
GALGAL-R06110,0.014376056538285,0.602335021299191,0.012,0.008,1,0,not significant,0.004
GALGAL-R14199,0.0144096356508591,-0.277512276343518,0.042,0.05,1,0,not significant,-0.008
GALGAL-R05582,0.0144525505342563,0.271405951618722,0.046,0.037,1,0,not significant,0.009
GALGAL-R04033,0.0144627985073124,0.316848922379888,0.029,0.023,1,0,not significant,0.006
GALGAL-R07858,0.0144706285740047,-0.138789151644698,0.151,0.166,1,0,not significant,-0.015
GALGAL-R08047,0.0144710530072545,0.790780110712301,0.006,0.003,1,0,not significant,0.003
GALGAL-R15959,0.0145004297654069,0.23718178090048,0.047,0.038,1,0,not significant,0.009
GALGAL-R02224,0.0145229318130643,-0.498443819102356,0.01,0.015,1,0,not significant,-0.005
GALGAL-R06826,0.0145280159536775,-0.171507693430064,0.112,0.125,1,0,not significant,-0.013
GALGAL-R03981,0.0145444432221606,0.131549362747257,0.131,0.117,1,0,not significant,0.014
GALGAL-R02430,0.0146014200162576,-0.117151766096881,0.239,0.258,1,0,not significant,-0.019
GALGAL-R06799,0.0146031654622133,0.7907801107123,0.008,0.005,1,0,not significant,0.003
GALGAL-R07756,0.0146088985033238,0.311170610137373,0.046,0.038,1,0,not significant,0.008
GALGAL-R14418,0.0146171522982338,0.415270975620095,0.024,0.018,1,0,not significant,0.006
GALGAL-R04549,0.0146710362185152,0.903990721160293,0.005,0.002,1,0,not significant,0.003
MT-GALGAL-R13830,0.0147251849857784,-0.142832779753362,0.677,0.614,1,0,not significant,0.0630000000000001
GALGAL-R12120,0.0147258147126552,0.646390201377127,0.005,0.002,1,0,not significant,0.003
GALGAL-R13216,0.0147424957490606,0.781791327485046,0.007,0.004,1,0,not significant,0.003
GALGAL-R01058,0.0147534277121963,-0.613219117114094,0.011,0.016,1,0,not significant,-0.005
GALGAL-R12088,0.0147698246133222,-1.40359793445455,0.001,0.003,1,0,not significant,-0.002
GALGAL-R10860,0.0147834512140382,-0.205986354035917,0.09,0.102,1,0,not significant,-0.012
GALGAL-R05545,0.0148229480974871,0.276924875215542,0.037,0.029,1,0,not significant,0.008
GALGAL-R03595,0.014838875847751,2.7907801107123,0.001,0,1,0,not significant,0.001
GALGAL-R12619,0.0148388802558288,3.07088802990504,0.001,0,1,0,not significant,0.001
GALGAL-R12655,0.0148419153709312,-0.172473043360808,0.25,0.265,1,0,not significant,-0.015
GALGAL-R14550,0.0148495305116267,-0.351310682533286,0.07,0.08,1,0,not significant,-0.01
GALGAL-R13101,0.0148839110862632,-0.758777053877656,0.005,0.008,1,0,not significant,-0.003
GALGAL-R15953,0.0149073298647863,0.289361250774158,0.055,0.046,1,0,not significant,0.009
GALGAL-R05950,0.0149607351878339,0.244511322698969,0.05,0.041,1,0,not significant,0.009
GALGAL-R12830,0.0149768416844148,-0.256040746040692,0.058,0.067,1,0,not significant,-0.009
GALGAL-R10190,0.0149799439710988,-0.0908045663968833,0.567,0.584,1,0,not significant,-0.017
GALGAL-R02405,0.0149900870325699,0.257548773150297,0.057,0.047,1,0,not significant,0.01
GALGAL-R05472,0.0150530462792587,0.346641492032691,0.029,0.022,1,0,not significant,0.007
GALGAL-R09526,0.0150614990492693,-1.74466225416506,0.011,0.015,1,0,not significant,-0.004
GALGAL-R04725,0.0151018728571827,4.84140618378227,0.002,0.001,1,0,not significant,0.001
GALGAL-R04326,0.0151057520299376,0.538014040332334,0.013,0.009,1,0,not significant,0.004
GALGAL-R05581,0.0151131452416821,-1.17330031503276,0.006,0.009,1,0,not significant,-0.003
GALGAL-R10817,0.0151199841325526,-0.264502324788888,0.039,0.047,1,0,not significant,-0.008
GALGAL-R10113,0.0151582984397136,1.9834251886547,0.002,0.001,1,0,not significant,0.001
GALGAL-R02510,0.0151782390185146,1.62728137842942,0.002,0.001,1,0,not significant,0.001
GALGAL-R17085,0.0151782390185146,1.62728137842942,0.002,0.001,1,0,not significant,0.001
GALGAL-R00910,0.01518030655429,0.844022131989282,0.006,0.003,1,0,not significant,0.003
GALGAL-R11355,0.0151901137051384,-0.208362112319158,0.13,0.144,1,0,not significant,-0.014
GALGAL-R10249,0.0152138105755734,0.103660415233568,0.094,0.082,1,0,not significant,0.012
GALGAL-R16953,0.0152316295097114,0.393709157962906,0.019,0.013,1,0,not significant,0.006
GALGAL-R16643,0.0152415266974537,-0.857877065326245,0.005,0.008,1,0,not significant,-0.003
GALGAL-R08894,0.015244433318454,0.102899297045578,0.163,0.147,1,0,not significant,0.016
GALGAL-R13504,0.0152687763326039,0.210910079242297,0.043,0.035,1,0,not significant,0.00799999999999999
GALGAL-R09662,0.0152883447970658,1.10895607073856,0.004,0.002,1,0,not significant,0.002
GALGAL-R13910,0.0153134746624384,0.347417343108603,0.04,0.032,1,0,not significant,0.008
GALGAL-R07465,0.0153433775099526,0.241737184246087,0.045,0.037,1,0,not significant,0.008
GALGAL-R02630,0.0153696842840174,-0.964107391451168,0.003,0.005,1,0,not significant,-0.002
GALGAL-R07638,0.0153718474594911,1.13542828209975,0.004,0.001,1,0,not significant,0.003
GALGAL-R05085,0.0153794274446371,0.375672003576309,0.141,0.128,1,0,not significant,0.013
GALGAL-R12390,0.0153888212344879,0.1316978221816,0.162,0.147,1,0,not significant,0.015
GALGAL-R09967,0.015397529964012,0.536678829648515,0.012,0.008,1,0,not significant,0.004
GALGAL-R09163,0.0154089948236981,-0.495337908234534,0.015,0.02,1,0,not significant,-0.005
GALGAL-R08558,0.0154114119148362,-0.859033534358822,0.003,0.005,1,0,not significant,-0.002
GALGAL-R06414,0.0155079541679265,0.851321652647352,0.007,0.004,1,0,not significant,0.003
GALGAL-R05915,0.0155198260634545,0.368802714413301,0.03,0.023,1,0,not significant,0.007
GALGAL-R07370,0.0155208300907946,-1.21820867251495,0.002,0.004,1,0,not significant,-0.002
GALGAL-R04765,0.0155444408210285,-0.256643717377423,0.137,0.151,1,0,not significant,-0.014
GALGAL-R09018,0.0155678104178643,0.799713235482309,0.007,0.004,1,0,not significant,0.003
GALGAL-R02275,0.0156354569143676,0.162174040484016,0.064,0.054,1,0,not significant,0.01
GALGAL-R01642,0.0156745201620095,0.276032709871838,0.034,0.027,1,0,not significant,0.007
GALGAL-R12229,0.0157163273214526,-0.709913473111252,0.004,0.007,1,0,not significant,-0.003
GALGAL-R05945,0.0157240695343187,0.553280796985645,0.009,0.005,1,0,not significant,0.004
GALGAL-R08777,0.0157425289811761,0.686224179669711,0.013,0.009,1,0,not significant,0.004
GALGAL-R15746,0.0157903165867872,0.134296078833241,0.197,0.181,1,0,not significant,0.016
GALGAL-R11632,0.0158074255169541,0.937621499041573,0.006,0.003,1,0,not significant,0.003
GALGAL-R10635,0.0158223074559295,-1.26450232478889,0.001,0.003,1,0,not significant,-0.002
GALGAL-R06166,0.0158804626069843,-0.917039137794389,0.003,0.005,1,0,not significant,-0.002
GALGAL-R01057,0.0158815551398954,0.629788234039997,0.013,0.009,1,0,not significant,0.004
GALGAL-R03969,0.0158891479185147,0.149479625841333,0.135,0.121,1,0,not significant,0.014
GALGAL-R11948,0.0158989921158782,-0.879071287595369,0.003,0.005,1,0,not significant,-0.002
GALGAL-R13146,0.015899863629354,-0.875712275505453,0.004,0.007,1,0,not significant,-0.003
GALGAL-R17688,0.0159247027150339,-0.349020778146665,0.052,0.061,1,0,not significant,-0.009
GALGAL-R13656,0.0160111829545938,0.0959231689996132,0.527,0.52,1,0,not significant,0.00700000000000001
GALGAL-R04908,0.0160248007710183,0.548209807438222,0.013,0.009,1,0,not significant,0.004
GALGAL-R01917,0.0160551807519805,-0.498726506482684,0.029,0.036,1,0,not significant,-0.007
GALGAL-R00645,0.0160694298891532,-0.362171812126299,0.025,0.031,1,0,not significant,-0.006
GALGAL-R09198,0.0161035496870871,-0.111768775835674,0.364,0.383,1,0,not significant,-0.019
GALGAL-R15111,0.0161425009497998,0.319532218711821,0.036,0.029,1,0,not significant,0.007
GALGAL-R02366,0.0161544963838677,-0.823929733402908,0.004,0.006,1,0,not significant,-0.002
GALGAL-R07349,0.0161656906175088,0.857894306570838,0.011,0.007,1,0,not significant,0.004
GALGAL-R07690,0.0161741620852824,0.275451797828198,0.035,0.028,1,0,not significant,0.007
GALGAL-R13258,0.016182017477803,-0.782109557708281,0.004,0.006,1,0,not significant,-0.002
GALGAL-R14308,0.0161859096450577,0.196216839708869,0.052,0.043,1,0,not significant,0.009
GALGAL-R08032,0.0162329521181719,-0.84664980990299,0.003,0.006,1,0,not significant,-0.003
GALGAL-R03793,0.0162466242379592,-0.828947808169532,0.003,0.006,1,0,not significant,-0.003
GALGAL-R05623,0.0162491212617784,2.49912502693874,0.006,0.003,1,0,not significant,0.003
GALGAL-R03725,0.0162714267068979,0.136899669316415,0.029,0.022,1,0,not significant,0.007
GALGAL-R12869,0.0162737999916311,-0.782109557708281,0.003,0.006,1,0,not significant,-0.003
GALGAL-R05442,0.0162824030710286,-0.239225803350225,0.067,0.077,1,0,not significant,-0.01
GALGAL-R15819,0.0163024707086102,0.0756297685177851,0.164,0.148,1,0,not significant,0.016
GALGAL-R11122,0.0163207630090139,0.412676547153241,0.025,0.019,1,0,not significant,0.006
GALGAL-R01833,0.0163559270820887,0.851321652647352,0.007,0.004,1,0,not significant,0.003
GALGAL-R11373,0.0163614190326495,0.652219280179324,0.011,0.007,1,0,not significant,0.004
GALGAL-R05102,0.0163925079770284,0.770021550545504,0.007,0.004,1,0,not significant,0.003
GALGAL-R05673,0.0164102794818779,-0.533974028253825,0.009,0.014,1,0,not significant,-0.005
GALGAL-R09259,0.0164486498484482,1.00727193060906,0.006,0.003,1,0,not significant,0.003
GALGAL-R13592,0.0164846899929937,0.186800383820773,0.075,0.064,1,0,not significant,0.011
GALGAL-R07759,0.0165002010536186,0.426207678416445,0.026,0.02,1,0,not significant,0.006
GALGAL-R06387,0.0165137980051261,0.522944718614686,0.012,0.008,1,0,not significant,0.004
GALGAL-R02879,0.016523881383923,0.790780110712301,0.006,0.003,1,0,not significant,0.003
GALGAL-R10690,0.0165815515341221,0.0622158701929094,0.24,0.222,1,0,not significant,0.018
GALGAL-R11079,0.0166593097614489,0.0652160553459724,0.456,0.437,1,0,not significant,0.019
GALGAL-R10206,0.0167137235564749,1.7907801107123,0.002,0,1,0,not significant,0.002
GALGAL-R04111,0.0167374003887915,-1.72706819415032,0.001,0.003,1,0,not significant,-0.002
GALGAL-R07122,0.0167898716581557,-1.36449811476561,0.001,0.003,1,0,not significant,-0.002
GALGAL-R08588,0.0168069666304072,-1.23896723268175,0.001,0.003,1,0,not significant,-0.002
GALGAL-R16081,0.0168269340492163,0.163702736094923,0.086,0.075,1,0,not significant,0.011
GALGAL-R02606,0.0168291694492467,0.244189420863663,0.044,0.036,1,0,not significant,0.008
GALGAL-R07291,0.0168481509608561,1.56838768937585,0.003,0.001,1,0,not significant,0.002
GALGAL-R05609,0.0168526873783034,1.51947808889491,0.003,0.001,1,0,not significant,0.002
GALGAL-R16526,0.0168746070831106,-1.07797535600945,0.002,0.004,1,0,not significant,-0.002
GALGAL-R07580,0.0168916947761652,-0.159875029235744,0.156,0.171,1,0,not significant,-0.015
GALGAL-R15348,0.0169250754859866,0.0111604968834284,0.714,0.702,1,0,not significant,0.012
GALGAL-R11210,0.0169602476450133,0.188406926442325,0.053,0.044,1,0,not significant,0.009
GALGAL-R03556,0.0169994812800949,0.202259790577956,0.053,0.044,1,0,not significant,0.009
GALGAL-R06659,0.0169996932443641,-0.278727104622793,0.114,0.126,1,0,not significant,-0.012
GALGAL-R09238,0.0170019736437406,-0.447209165675165,0.017,0.023,1,0,not significant,-0.006
GALGAL-R10951,0.0170417731654347,-0.401492322247811,0.021,0.027,1,0,not significant,-0.006
GALGAL-R00490,0.0170448005658734,0.224053181440211,0.054,0.045,1,0,not significant,0.009
GALGAL-R05934,0.0170691680666546,0.16327806502662,0.036,0.028,1,0,not significant,0.008
GALGAL-R01782,0.0170774739212561,-0.505992978757924,0.4,0.401,1,0,not significant,-0.001
GALGAL-R14860,0.0171001874807485,0.14370002006329,0.108,0.095,1,0,not significant,0.013
GALGAL-R12451,0.0171131342314599,-0.293684402390819,0.044,0.052,1,0,not significant,-0.008
GALGAL-R10511,0.0171474103453787,0.153086948596254,0.117,0.104,1,0,not significant,0.013
GALGAL-R04679,0.0171511014209575,0.0954941950851462,0.174,0.158,1,0,not significant,0.016
GALGAL-R16864,0.017172828651233,0.205317282245229,0.083,0.072,1,0,not significant,0.011
GALGAL-R00271,0.0171839369321588,0.118852725897564,0.108,0.095,1,0,not significant,0.013
GALGAL-R05501,0.017226636048619,-0.516145820835814,0.01,0.014,1,0,not significant,-0.004
GALGAL-R09203,0.0172431099138314,-0.553947853548199,0.01,0.014,1,0,not significant,-0.004
GALGAL-R00377,0.0172883925602715,-0.802450005992456,0.006,0.009,1,0,not significant,-0.003
GALGAL-R06126,0.0172916386946453,0.299898853449951,0.024,0.018,1,0,not significant,0.006
GALGAL-R02057,0.0173681698194579,-0.405617102091202,0.015,0.02,1,0,not significant,-0.005
GALGAL-R03638,0.0173682307333686,0.113606179650439,0.075,0.064,1,0,not significant,0.011
GALGAL-R16950,0.0173742610007369,-0.198562157680168,0.091,0.103,1,0,not significant,-0.012
GALGAL-R17316,0.0174109004175872,0.47217237411655,0.007,0.004,1,0,not significant,0.003
GALGAL-R02319,0.017413428374597,0.229002397411945,0.059,0.049,1,0,not significant,0.01
GALGAL-R10812,0.0174375225115507,-0.281324814983615,0.288,0.297,1,0,not significant,-0.00900000000000001
GALGAL-R16328,0.0174799711742339,0.619917990015935,0.015,0.011,1,0,not significant,0.004
GALGAL-R16760,0.0175447048405795,-0.590648995923724,0.012,0.017,1,0,not significant,-0.005
GALGAL-R15183,0.0175727126284629,0.591107765875937,0.012,0.007,1,0,not significant,0.005
GALGAL-R13488,0.0175876189760891,0.867947971234761,0.008,0.005,1,0,not significant,0.003
GALGAL-R06008,0.0176071361888933,0.222119422320246,0.053,0.044,1,0,not significant,0.009
GALGAL-R11483,0.0176284115785476,0.41182991167137,0.024,0.018,1,0,not significant,0.006
GALGAL-R05084,0.0176534743339062,0.263533107847432,0.024,0.018,1,0,not significant,0.006
GALGAL-R14644,0.0176745666592066,-0.625609896054681,0.059,0.068,1,0,not significant,-0.00900000000000001
GALGAL-R16178,0.0176878077100774,0.170475229198948,0.095,0.083,1,0,not significant,0.012
GALGAL-R08355,0.017699489547569,0.108175180304936,0.153,0.138,1,0,not significant,0.015
GALGAL-R00385,0.0177286118178946,-0.354897344483334,0.026,0.032,1,0,not significant,-0.006
GALGAL-R10799,0.0178187329625858,0.157319092299955,0.075,0.064,1,0,not significant,0.011
GALGAL-R14385,0.0178387838654119,0.0476243028027116,0.39,0.368,1,0,not significant,0.022
GALGAL-R11117,0.0178460962406121,0.172552926274853,0.097,0.085,1,0,not significant,0.012
GALGAL-R06385,0.0178777522493126,0.452910471955917,0.016,0.012,1,0,not significant,0.004
GALGAL-R07425,0.0178993611875359,0.260763132517989,0.04,0.033,1,0,not significant,0.007
GALGAL-R08195,0.0179887617533682,1.44285680729199,0.003,0.001,1,0,not significant,0.002
GALGAL-R02559,0.0180017011766706,-0.511339503094881,0.029,0.036,1,0,not significant,-0.007
GALGAL-R03216,0.0180450256380163,-0.946185483453905,0.002,0.004,1,0,not significant,-0.002
GALGAL-R04569,0.0180547731930515,0.131126376060372,0.182,0.166,1,0,not significant,0.016
GALGAL-R04800,0.0180697664697096,-0.658120840432827,0.004,0.007,1,0,not significant,-0.003
GALGAL-R13005,0.0180831716291523,0.149257435463126,0.067,0.057,1,0,not significant,0.01
GALGAL-R15547,0.0180841638863225,0.102828109288433,0.351,0.334,1,0,not significant,0.017
GALGAL-R14014,0.0180952463376763,-0.325412906792222,0.028,0.034,1,0,not significant,-0.006
GALGAL-R12650,0.0181318335407543,0.428424925949408,0.027,0.02,1,0,not significant,0.007
GALGAL-R01124,0.0181338364441483,0.568387689375853,0.013,0.009,1,0,not significant,0.004
GALGAL-R09346,0.0181456189494315,0.439307740210923,0.019,0.014,1,0,not significant,0.005
GALGAL-R11950,0.0181663090510365,0.193460403471162,0.069,0.059,1,0,not significant,0.01
GALGAL-R14377,0.0181892960655419,0.267218154655288,0.03,0.024,1,0,not significant,0.006
GALGAL-R11487,0.0182120131723573,0.714608430226897,0.008,0.004,1,0,not significant,0.004
GALGAL-R14718,0.0182226610012526,-0.245734351541074,0.071,0.081,1,0,not significant,-0.01
GALGAL-R10557,0.018268280551903,-1.19714705698712,0.001,0.003,1,0,not significant,-0.002
GALGAL-R04490,0.0182813393268754,-0.285895480026528,0.042,0.05,1,0,not significant,-0.008
GALGAL-R17701,0.0183010531820122,-0.868476172356169,0.004,0.007,1,0,not significant,-0.003
GALGAL-R09467,0.0183092956973681,-0.294413120814986,0.061,0.071,1,0,not significant,-0.01
GALGAL-R07106,0.018311012275111,-1.06548441182625,0.003,0.005,1,0,not significant,-0.002
GALGAL-R01302,0.018311012275111,-1.06548441182625,0.003,0.005,1,0,not significant,-0.002
GALGAL-R03165,0.0183161154976788,0.236544125623408,0.065,0.056,1,0,not significant,0.009
GALGAL-R07095,0.0183394739702627,-0.612852625294294,0.012,0.017,1,0,not significant,-0.005
GALGAL-R14399,0.0183534484439796,0.165853870553957,0.083,0.072,1,0,not significant,0.011
GALGAL-R03930,0.0183717629036891,-0.759799395983191,0.008,0.012,1,0,not significant,-0.004
GALGAL-R14318,0.0183779358144568,0.428564719722959,0.02,0.015,1,0,not significant,0.005
GALGAL-R04345,0.018419447972783,0.065320703069881,0.207,0.19,1,0,not significant,0.017
GALGAL-R15231,0.0184380638820495,0.407024701436965,0.016,0.011,1,0,not significant,0.005
GALGAL-R13371,0.0184951591741301,0.582462874587576,0.017,0.012,1,0,not significant,0.005
GALGAL-R14506,0.018497619523422,0.0504918641311123,0.307,0.288,1,0,not significant,0.019
GALGAL-R00658,0.0185388140145072,0.226802635120481,0.048,0.04,1,0,not significant,0.008
GALGAL-R01133,0.0185552798114655,-0.304782288388664,0.055,0.065,1,0,not significant,-0.01
GALGAL-R08280,0.0185674783738869,0.657196956333709,0.012,0.008,1,0,not significant,0.004
GALGAL-R14373,0.0185914929131499,-0.188140171168871,0.016,0.022,1,0,not significant,-0.006
GALGAL-R02745,0.0186067690046614,0.276870907384585,0.03,0.024,1,0,not significant,0.006
GALGAL-R13219,0.0186881205380757,0.173411464704391,0.115,0.102,1,0,not significant,0.013
GALGAL-R13253,0.0186949606911378,1.30535328354206,0.003,0.001,1,0,not significant,0.002
GALGAL-R05076,0.0187073579911336,0.331058997734535,0.035,0.028,1,0,not significant,0.007
GALGAL-R05835,0.018725466196356,0.165903240440094,0.054,0.045,1,0,not significant,0.009
GALGAL-R06501,0.0187838728651843,0.189076251007493,0.086,0.075,1,0,not significant,0.011
GALGAL-R00556,0.0187953966474574,-0.318428466069625,0.091,0.101,1,0,not significant,-0.01
GALGAL-R15561,0.0188136298103251,-0.732781845344712,0.005,0.008,1,0,not significant,-0.003
GALGAL-R06649,0.0188358919966467,0.182603995072124,0.11,0.098,1,0,not significant,0.012
GALGAL-R05271,0.0188614726956105,0.0478830391384499,0.064,0.054,1,0,not significant,0.01
GALGAL-R12362,0.0188677914563138,-0.556223751569952,0.121,0.133,1,0,not significant,-0.012
GALGAL-R13147,0.0188841829103738,0.649006149584138,0.008,0.005,1,0,not significant,0.003
GALGAL-R00424,0.0188913535497439,0.0513713406177663,0.213,0.195,1,0,not significant,0.018
GALGAL-R08115,0.0189109164809914,0.100165822427282,0.07,0.06,1,0,not significant,0.01
GALGAL-R01401,0.0189551942112502,-2.31203069487148,0.001,0.002,1,0,not significant,-0.001
GALGAL-R00825,0.0189642405613046,0.0269395054391113,0.435,0.414,1,0,not significant,0.021
GALGAL-R12381,0.0189648259113021,-0.267479287260095,0.058,0.067,1,0,not significant,-0.009
GALGAL-R15038,0.0190011113012424,-1.46403378831653,0.001,0.002,1,0,not significant,-0.001
GALGAL-R09100,0.0190102947643383,-1.39508643459903,0.001,0.002,1,0,not significant,-0.001
GALGAL-R12951,0.0190102947643383,-1.39508643459903,0.001,0.002,1,0,not significant,-0.001
GALGAL-R12131,0.0190808137299608,-0.407526692099834,0.014,0.019,1,0,not significant,-0.005
GALGAL-R04240,0.0190882922345241,1.02295355284133,0.003,0.001,1,0,not significant,0.002
GALGAL-R10499,0.019089496500562,-0.205795318151009,0.161,0.174,1,0,not significant,-0.013
GALGAL-R12147,0.0190934136518838,0.259059631268125,0.058,0.049,1,0,not significant,0.009
GALGAL-R15311,0.0191387965336169,0.146858862876151,0.079,0.068,1,0,not significant,0.011
