gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,logP,Signif,Difference
GALGAL-R03532,0.0191765741981509,0.0245638834481836,0.134,0.12,1,0,not significant,0.014
GALGAL-R02750,0.0191774985746364,-0.259373443343588,0.082,0.093,1,0,not significant,-0.011
GALGAL-R07304,0.0191923651051676,-0.344526693860435,0.063,0.073,1,0,not significant,-0.01
GALGAL-R02991,0.0192854465937188,0.228732001939147,0.051,0.042,1,0,not significant,0.00899999999999999
GALGAL-R00191,0.0193141508674313,0.154043960267094,0.083,0.072,1,0,not significant,0.011
GALGAL-R06779,0.0193278344128162,0.864780692156079,0.006,0.004,1,0,not significant,0.002
GALGAL-R04939,0.0193408686568239,-0.572474846463997,0.011,0.015,1,0,not significant,-0.004
GALGAL-R10805,0.0193478381760963,0.374615945979173,0.028,0.022,1,0,not significant,0.006
GALGAL-R02918,0.01939716065317,-0.333048476140557,0.042,0.051,1,0,not significant,-0.00899999999999999
GALGAL-R15146,0.0194089257309125,-0.205443198542215,0.068,0.078,1,0,not significant,-0.01
GALGAL-R00667,0.0194523182308533,0.110537106558036,0.114,0.102,1,0,not significant,0.012
GALGAL-R14365,0.0194602399317923,0.0180173855402384,0.343,0.319,1,0,not significant,0.024
GALGAL-R16501,0.0195065198319906,-0.251040064982326,0.077,0.087,1,0,not significant,-0.01
GALGAL-R03686,0.0195079813484133,-1.31203069487148,0.002,0.004,1,0,not significant,-0.002
GALGAL-R02558,0.019579118084079,0.436217609928959,0.024,0.018,1,0,not significant,0.006
GALGAL-R04823,0.0196013458245597,-1.0165748113453,0.002,0.004,1,0,not significant,-0.002
GALGAL-R16885,0.019635530149771,0.205817609991145,0.073,0.063,1,0,not significant,0.01
GALGAL-R03812,0.0196967750325202,0.661497093767335,0.009,0.005,1,0,not significant,0.004
GALGAL-R14157,0.0197205888795261,0.548209807438222,0.012,0.008,1,0,not significant,0.004
GALGAL-R03643,0.0197630662249122,0.120928712404632,0.053,0.044,1,0,not significant,0.009
GALGAL-R11630,0.0197633037353818,-0.179086656027137,0.102,0.114,1,0,not significant,-0.012
GALGAL-R05881,0.0198323373642127,0.241380954450729,0.037,0.03,1,0,not significant,0.007
GALGAL-R00491,0.0198650543265568,0.451812112526475,0.018,0.013,1,0,not significant,0.005
GALGAL-R08929,0.0198760916431603,-0.700547317897625,0.005,0.009,1,0,not significant,-0.004
GALGAL-R10513,0.0199023307282653,-0.163356863286876,0.318,0.331,1,0,not significant,-0.013
GALGAL-R03744,0.0199140382973869,0.176878725593251,0.044,0.036,1,0,not significant,0.008
GALGAL-R04580,0.0199310824937527,0.627281378429422,0.011,0.007,1,0,not significant,0.004
GALGAL-R16118,0.0199331877194519,-0.42783067008172,0.015,0.02,1,0,not significant,-0.005
GALGAL-R11415,0.0199463442506645,0.453451922531193,0.018,0.013,1,0,not significant,0.005
GALGAL-R09707,0.0199812705226862,0.568387689375854,0.009,0.006,1,0,not significant,0.003
GALGAL-R00817,0.0199840653866617,-0.247638149377594,0.09,0.101,1,0,not significant,-0.011
GALGAL-R13200,0.0199849763915015,-0.204850289659934,0.147,0.161,1,0,not significant,-0.014
GALGAL-R17461,0.0200074352511327,0.687032185874472,0.01,0.007,1,0,not significant,0.003
GALGAL-R09172,0.0201662597727779,0.103855199045691,0.079,0.068,1,0,not significant,0.011
GALGAL-R11456,0.0202315656058454,0.161762429913209,0.105,0.093,1,0,not significant,0.012
GALGAL-R12814,0.0203637507466741,0.130868892008222,0.214,0.199,1,0,not significant,0.015
GALGAL-R10121,0.0203952479595429,0.228277060523418,0.035,0.028,1,0,not significant,0.007
GALGAL-R12020,0.0203965623167072,0.208157748445662,0.055,0.046,1,0,not significant,0.009
GALGAL-R13263,0.0203977420490744,-0.17202334737918,0.218,0.232,1,0,not significant,-0.014
GALGAL-R05895,0.0203981354513194,-0.585439231171063,0.116,0.127,1,0,not significant,-0.011
GALGAL-R15110,0.0204019491873346,-0.284716107612185,0.043,0.051,1,0,not significant,-0.008
GALGAL-R16148,0.0204146872408922,-0.192957671176931,0.309,0.32,1,0,not significant,-0.011
GALGAL-R13559,0.0204432468609644,0.779891794569566,0.006,0.003,1,0,not significant,0.003
GALGAL-R00120,0.0204454645977928,0.188244980543195,0.056,0.047,1,0,not significant,0.009
GALGAL-R13640,0.02047594681834,0.434636300487026,0.016,0.011,1,0,not significant,0.005
GALGAL-R06645,0.0204964543839944,0.248397398729983,0.054,0.046,1,0,not significant,0.008
GALGAL-R15958,0.020533033959739,-0.210380389450199,0.085,0.096,1,0,not significant,-0.011
GALGAL-R01797,0.0205354790517496,0.197499944744183,0.087,0.076,1,0,not significant,0.011
GALGAL-R08561,0.0205705050616838,0.43847836678142,0.026,0.02,1,0,not significant,0.006
GALGAL-R07039,0.020580325144176,0.144659229832965,0.116,0.103,1,0,not significant,0.013
GALGAL-R09537,0.0206152778895514,-0.88533027806705,0.004,0.007,1,0,not significant,-0.003
GALGAL-R11714,0.0206421258917485,-0.0479098581709614,0.635,0.676,1,0,not significant,-0.041
GALGAL-R16439,0.0206442267140117,-0.21568682581027,0.147,0.16,1,0,not significant,-0.013
GALGAL-R05628,0.0206893170688016,-0.901097593925367,0.002,0.005,1,0,not significant,-0.003
GALGAL-R15277,0.0207090553945019,-0.570657999182488,0.031,0.038,1,0,not significant,-0.007
GALGAL-R02343,0.0207206423417957,-0.43803857978358,0.02,0.026,1,0,not significant,-0.006
GALGAL-R14060,0.0207389882205589,0.0975962085740081,0.101,0.09,1,0,not significant,0.011
GALGAL-R08387,0.0208256169991024,-0.163865777441032,0.137,0.151,1,0,not significant,-0.014
GALGAL-R01350,0.0208440275718889,-0.270102131434721,0.038,0.045,1,0,not significant,-0.007
GALGAL-R11138,0.0208612917705449,-0.128003730452164,0.208,0.224,1,0,not significant,-0.016
GALGAL-R05451,0.0208946153368402,-1.09457732334658,0.002,0.004,1,0,not significant,-0.002
GALGAL-R01492,0.020897964473466,0.230407189203125,0.048,0.04,1,0,not significant,0.008
GALGAL-R14630,0.0209402894623464,0.0550472780022442,0.577,0.567,1,0,not significant,0.01
GALGAL-R09530,0.0209468698974704,-0.212655151743155,0.107,0.119,1,0,not significant,-0.012
GALGAL-R12393,0.0210186968672971,0.139544390571979,0.058,0.048,1,0,not significant,0.01
GALGAL-R00859,0.0210682813958399,-1.2092198892877,0.001,0.003,1,0,not significant,-0.002
GALGAL-R04436,0.0210900892708343,-1.10968421573678,0.001,0.003,1,0,not significant,-0.002
GALGAL-R02815,0.0211630566309035,0.440897954253938,0.017,0.012,1,0,not significant,0.005
GALGAL-R16867,0.0212184895932247,0.799713235482309,0.007,0.004,1,0,not significant,0.003
GALGAL-R06363,0.0212924101823139,-0.18889036021261,0.632,0.632,1,0,not significant,0
GALGAL-R04848,0.0213245907977838,0.234061989356269,0.048,0.04,1,0,not significant,0.008
GALGAL-R06041,0.0213273745913821,-0.031988366515046,0.11,0.097,1,0,not significant,0.013
GALGAL-R05841,0.0213356904928723,0.627281378429422,0.009,0.006,1,0,not significant,0.003
GALGAL-R12107,0.0213455375240792,0.525318967483967,0.024,0.018,1,0,not significant,0.006
GALGAL-R03707,0.0213661231776981,-0.977046447158666,0.003,0.006,1,0,not significant,-0.003
GALGAL-R15376,0.0213764949443378,0.9554108124851,0.005,0.002,1,0,not significant,0.003
GALGAL-R11112,0.021405701603912,1.4163845959308,0.003,0.001,1,0,not significant,0.002
GALGAL-R05139,0.021405701603912,1.4163845959308,0.003,0.001,1,0,not significant,0.002
GALGAL-R04425,0.0214141682462528,0.876509984738186,0.005,0.002,1,0,not significant,0.003
GALGAL-R11309,0.0214253668386868,-1.43161231062415,0.001,0.002,1,0,not significant,-0.001
GALGAL-R16470,0.0214253668386868,-1.43161231062415,0.001,0.002,1,0,not significant,-0.001
GALGAL-R07717,0.0214282885099321,0.20312977495027,0.064,0.055,1,0,not significant,0.009
GALGAL-R11984,0.021452229933557,-1.13205202876524,0.001,0.002,1,0,not significant,-0.001
GALGAL-R00985,0.0214745651021325,-0.28158686661954,0.019,0.024,1,0,not significant,-0.005
GALGAL-R12670,0.0215133662065762,0.129540489711938,0.108,0.096,1,0,not significant,0.012
GALGAL-R12090,0.0215424975039261,-0.970771121732178,0.003,0.005,1,0,not significant,-0.002
GALGAL-R07725,0.0215716426838033,0.857894306570838,0.007,0.004,1,0,not significant,0.003
GALGAL-R07707,0.0215918268861364,0.168244064456599,0.086,0.075,1,0,not significant,0.011
GALGAL-R14085,0.0215933135505783,0.851321652647352,0.007,0.004,1,0,not significant,0.003
GALGAL-R07524,0.021645410087627,-0.819537964285749,0.003,0.006,1,0,not significant,-0.003
GALGAL-R04100,0.0216629537831144,0.264519566033481,0.034,0.027,1,0,not significant,0.007
GALGAL-R00277,0.0216742823721611,0.542852597268715,0.01,0.006,1,0,not significant,0.004
GALGAL-R00979,0.021688927250647,-0.346949913554762,0.049,0.058,1,0,not significant,-0.009
GALGAL-R09023,0.0216919310823641,1.7907801107123,0.002,0,1,0,not significant,0.002
GALGAL-R04341,0.0216919310823641,1.7907801107123,0.002,0,1,0,not significant,0.002
GALGAL-R04677,0.0216919310823641,1.7907801107123,0.002,0,1,0,not significant,0.002
GALGAL-R11263,0.0217441169416172,0.341318780829932,0.024,0.018,1,0,not significant,0.006
GALGAL-R04451,0.0217648523561896,-0.449534218621409,0.023,0.029,1,0,not significant,-0.006
GALGAL-R03799,0.0217828147400083,-0.473032238004127,0.027,0.034,1,0,not significant,-0.007
GALGAL-R07129,0.0217885739682715,0.244016418560162,0.044,0.036,1,0,not significant,0.008
GALGAL-R12198,0.0218602572994951,-0.476006429982601,0.009,0.013,1,0,not significant,-0.004
GALGAL-R14642,0.0219408691012557,0.223942157927063,0.072,0.062,1,0,not significant,0.01
GALGAL-R03952,0.0219960975922114,-0.263874321798335,0.235,0.248,1,0,not significant,-0.013
GALGAL-R02379,0.0220202111446314,0.547777409700568,0.013,0.009,1,0,not significant,0.004
GALGAL-R07237,0.0220540278965426,1.09890240607463,0.005,0.002,1,0,not significant,0.003
GALGAL-R12415,0.0221454193816322,-0.262440085113805,0.039,0.046,1,0,not significant,-0.007
GALGAL-R12712,0.0221759198271704,0.577786387378103,0.014,0.01,1,0,not significant,0.004
GALGAL-R02271,0.0222345693222058,-0.700101146550049,0.006,0.009,1,0,not significant,-0.003
GALGAL-R08658,0.0222640432785282,0.0309726418788085,0.273,0.254,1,0,not significant,0.019
GALGAL-R06714,0.022290007899173,0.120928712404632,0.119,0.106,1,0,not significant,0.013
GALGAL-R12359,0.02233569261416,0.243350815299964,0.056,0.047,1,0,not significant,0.009
GALGAL-R15410,0.0223427894282395,-0.638063188091573,0.006,0.009,1,0,not significant,-0.003
GALGAL-R13288,0.022409828788648,-0.302600859805326,0.037,0.045,1,0,not significant,-0.008
GALGAL-R03775,0.0224377064470861,0.203691308882757,0.059,0.05,1,0,not significant,0.00899999999999999
GALGAL-R02035,0.022488270842547,1.07088802990504,0.006,0.003,1,0,not significant,0.003
GALGAL-R16546,0.022490472426377,2.15335019009701,0.001,0,1,0,not significant,0.001
GALGAL-R00160,0.0224925016481909,1.9834251886547,0.001,0,1,0,not significant,0.001
GALGAL-R11529,0.0225723092707587,0.850158657791233,0.006,0.003,1,0,not significant,0.003
GALGAL-R17463,0.0226121579319765,0.339362175706958,0.026,0.02,1,0,not significant,0.006
GALGAL-R16736,0.022625647880134,-0.713182667895368,0.005,0.008,1,0,not significant,-0.003
GALGAL-R10947,0.0226449103976471,1.30535328354206,0.003,0.001,1,0,not significant,0.002
GALGAL-R14002,0.0226542915239837,0.038230789495485,0.352,0.332,1,0,not significant,0.02
GALGAL-R07519,0.0227167302136896,0.156961443649389,0.079,0.068,1,0,not significant,0.011
GALGAL-R02565,0.0227178952554088,1.04755552607441,0.004,0.002,1,0,not significant,0.002
GALGAL-R04449,0.0227178952554088,1.04755552607441,0.004,0.002,1,0,not significant,0.002
GALGAL-R16099,0.0227305832996434,-1.14781934462356,0.002,0.004,1,0,not significant,-0.002
GALGAL-R05458,0.0228003246768379,0.231352702098282,0.019,0.014,1,0,not significant,0.005
GALGAL-R15281,0.0228230807317288,0.47753425892474,0.018,0.013,1,0,not significant,0.005
GALGAL-R08335,0.0228298444318785,-0.109315758311493,0.08,0.091,1,0,not significant,-0.011
GALGAL-R04145,0.0228448995679802,0.413775743428045,0.02,0.014,1,0,not significant,0.006
GALGAL-R05943,0.0228600815839259,0.822960516461452,0.006,0.004,1,0,not significant,0.002
GALGAL-R15031,0.022868391391917,0.809395788879648,0.006,0.004,1,0,not significant,0.002
GALGAL-R02575,0.0228700603021536,0.482778973867016,0.02,0.014,1,0,not significant,0.006
GALGAL-R05513,0.0228749280969958,0.638777017267251,0.011,0.007,1,0,not significant,0.004
GALGAL-R11900,0.0230625719509771,0.247486789292218,0.071,0.061,1,0,not significant,0.01
GALGAL-R16380,0.0230837515679857,0.284179260437649,0.033,0.026,1,0,not significant,0.007
GALGAL-R01505,0.0231269716755036,-0.492723824927534,0.028,0.035,1,0,not significant,-0.007
GALGAL-R00541,0.0231322978417467,0.314751981544309,0.034,0.028,1,0,not significant,0.006
GALGAL-R06133,0.0231343989696092,0.555331536550407,0.01,0.007,1,0,not significant,0.003
GALGAL-R16180,0.0231485996333268,0.0345190363975192,0.604,0.589,1,0,not significant,0.015
GALGAL-R12996,0.023151472438441,0.334499629201576,0.023,0.017,1,0,not significant,0.006
GALGAL-R05969,0.0231577824893442,0.568387689375853,0.01,0.007,1,0,not significant,0.003
GALGAL-R16289,0.0231789789691124,0.906257328132237,0.008,0.005,1,0,not significant,0.003
GALGAL-R08426,0.0232132088296704,1.08776184846943,0.004,0.002,1,0,not significant,0.002
GALGAL-R01898,0.0232132088296704,1.08776184846943,0.004,0.002,1,0,not significant,0.002
GALGAL-R03695,0.0232343604664156,0.15449201448656,0.08,0.07,1,0,not significant,0.01
GALGAL-R03522,0.0232351619924752,0.132794674081401,0.24,0.224,1,0,not significant,0.016
GALGAL-R07641,0.0232501002819491,-0.156299575011916,0.104,0.116,1,0,not significant,-0.012
GALGAL-R01652,0.0232536278697702,0.153350190097009,0.097,0.086,1,0,not significant,0.011
GALGAL-R16486,0.0233069051179696,0.709250225215703,0.008,0.005,1,0,not significant,0.003
GALGAL-R11013,0.0233189809540289,1.38552363222604,0.003,0.001,1,0,not significant,0.002
GALGAL-R12613,0.0233295180893346,0.0809081774283702,0.076,0.066,1,0,not significant,0.01
GALGAL-R16207,0.0234065456705057,0.175655639480893,0.087,0.077,1,0,not significant,0.01
GALGAL-R04434,0.0234095020201726,0.371695778370755,0.024,0.018,1,0,not significant,0.006
GALGAL-R00788,0.0234119751411637,0.368450118867102,0.02,0.015,1,0,not significant,0.005
GALGAL-R08096,0.0234347209300359,0.301340221035436,0.033,0.026,1,0,not significant,0.007
GALGAL-R01390,0.0234370639290937,0.590082760475172,0.012,0.008,1,0,not significant,0.004
GALGAL-R00728,0.0235007030373362,-0.498851648091895,0.023,0.029,1,0,not significant,-0.006
GALGAL-R10565,0.023534825523494,1.09890240607463,0.004,0.002,1,0,not significant,0.002
GALGAL-R11009,0.0235382949058306,0.257347910631228,0.034,0.027,1,0,not significant,0.007
GALGAL-R16619,0.0235653537290782,-0.164689778633647,0.178,0.192,1,0,not significant,-0.014
GALGAL-R05864,0.023575469664826,0.480924848125514,0.018,0.013,1,0,not significant,0.005
GALGAL-R15217,0.0236115436848945,0.233800022517025,0.027,0.021,1,0,not significant,0.006
GALGAL-R12576,0.0236326430116415,0.909424607210919,0.005,0.003,1,0,not significant,0.002
GALGAL-R04335,0.0237718836699231,0.14579961937712,0.058,0.049,1,0,not significant,0.009
GALGAL-R15219,0.0237937525393325,-0.393138162809511,0.016,0.021,1,0,not significant,-0.005
GALGAL-R02257,0.0238129605768601,-0.805070706151591,0.006,0.01,1,0,not significant,-0.004
GALGAL-R14004,0.0238479601508543,-0.309500645168793,0.298,0.308,1,0,not significant,-0.01
GALGAL-R06909,0.0238951462596853,-0.555524914309623,0.017,0.022,1,0,not significant,-0.005
GALGAL-R15755,0.023905436972858,-0.0971602879393476,0.483,0.498,1,0,not significant,-0.015
GALGAL-R14614,0.023909402374314,0.172404929895718,0.09,0.079,1,0,not significant,0.011
GALGAL-R07409,0.0239163015459479,-0.704630805030563,0.006,0.01,1,0,not significant,-0.004
GALGAL-R12496,0.0239317471080874,-3.0165748113453,0.001,0.002,1,0,not significant,-0.001
GALGAL-R08089,0.0239375272495626,0.396822329552285,0.027,0.021,1,0,not significant,0.006
GALGAL-R09882,0.0239378529405653,0.671481182339956,0.008,0.005,1,0,not significant,0.003
GALGAL-R16268,0.023952153139999,0.433035836480967,0.016,0.011,1,0,not significant,0.005
GALGAL-R08185,0.0239629838102122,-1.71701452948639,0.001,0.002,1,0,not significant,-0.001
GALGAL-R04415,0.0239762119357241,-0.164275998750977,0.164,0.177,1,0,not significant,-0.013
GALGAL-R14490,0.0239795808040166,0.213183439614193,0.063,0.053,1,0,not significant,0.01
GALGAL-R16755,0.0239921721044702,-1.4760064299826,0.001,0.002,1,0,not significant,-0.001
GALGAL-R06946,0.0239921721044702,-1.4760064299826,0.001,0.002,1,0,not significant,-0.001
GALGAL-R00514,0.0239996271434505,-0.00566677857736586,1,1,1,0,not significant,0
GALGAL-R12190,0.0240419227281096,0.158807878193954,0.099,0.088,1,0,not significant,0.011
GALGAL-R06169,0.024088844509806,0.942783204157352,0.006,0.003,1,0,not significant,0.003
GALGAL-R09266,0.0240906916636322,0.390242181128572,0.016,0.011,1,0,not significant,0.005
GALGAL-R04447,0.0240986585143599,0.34826187501135,0.026,0.02,1,0,not significant,0.006
GALGAL-R14999,0.0241110479986332,0.37337170697071,0.014,0.009,1,0,not significant,0.005
GALGAL-R10917,0.0241262575081095,-0.97910010592664,0.004,0.006,1,0,not significant,-0.002
GALGAL-R01923,0.0241422269250841,0.184443959198577,0.041,0.034,1,0,not significant,0.007
GALGAL-R07289,0.0241505087506029,0.135428282099747,0.144,0.131,1,0,not significant,0.013
GALGAL-R08487,0.0241552349226423,0.0378290483342204,0.58,0.573,1,0,not significant,0.00700000000000001
GALGAL-R07384,0.0241832042209566,-0.123644910585229,0.213,0.228,1,0,not significant,-0.015
GALGAL-R07787,0.0242128625698248,-1.17703948353855,0.002,0.003,1,0,not significant,-0.001
GALGAL-R16703,0.0242180529231247,0.336604217526498,0.032,0.026,1,0,not significant,0.006
GALGAL-R05641,0.024226703705152,0.42048899426354,0.017,0.012,1,0,not significant,0.005
GALGAL-R03430,0.024260132803243,0.29364778288978,0.042,0.035,1,0,not significant,0.007
GALGAL-R12808,0.0242627492102693,-0.938572299344029,0.002,0.003,1,0,not significant,-0.001
GALGAL-R08839,0.0242702592275407,-1.31613509320421,0.001,0.003,1,0,not significant,-0.002
GALGAL-R17601,0.0242907155290562,-1.22302568881273,0.001,0.003,1,0,not significant,-0.002
GALGAL-R17453,0.0242907155290562,-1.22302568881273,0.001,0.003,1,0,not significant,-0.002
GALGAL-R17862,0.0242907155290562,-1.22302568881273,0.001,0.003,1,0,not significant,-0.002
GALGAL-R01557,0.024298534636311,0.33685234249234,0.052,0.043,1,0,not significant,0.009
GALGAL-R05099,0.0243696609582888,0.20293221894757,0.086,0.076,1,0,not significant,0.01
GALGAL-R15914,0.024434946999058,-0.443685142924722,0.011,0.015,1,0,not significant,-0.004
GALGAL-R08775,0.0244736947676423,0.163842563914652,0.056,0.047,1,0,not significant,0.009
GALGAL-R09145,0.0244938761532635,0.416384595930803,0.017,0.013,1,0,not significant,0.004
GALGAL-R16276,0.0245267298607346,0.620855109269988,0.011,0.007,1,0,not significant,0.004
GALGAL-R02059,0.0245538627516599,-1.0165748113453,0.003,0.006,1,0,not significant,-0.003
GALGAL-R11318,0.0245679777685987,0.27497963449854,0.022,0.017,1,0,not significant,0.005
GALGAL-R10073,0.0246007990775451,-1.06904223123944,0.003,0.005,1,0,not significant,-0.002
GALGAL-R14992,0.0246250157836372,0.140492031455658,0.159,0.146,1,0,not significant,0.013
GALGAL-R16266,0.0246258933290906,-1.05404951676397,0.003,0.006,1,0,not significant,-0.003
GALGAL-R05572,0.0246331670380523,-1.0165748113453,0.003,0.005,1,0,not significant,-0.002
