"","Type","background","pvalue","oddvalue","Simulate"
"42979","specific.ob","random_test","0.962360475014609","0.870124901152096","8596"
"42980","DEG","random_test","0.50238242658231","1.00066552708637","8596"
"42981","cpm","random_test","0.526619354123206","0.997938545972358","8597"
"42982","highexp","random_test","0.882379279555296","0.939910174195095","8597"
"42983","highvar","random_test","0.819858179744019","0.919373422422275","8597"
"42984","specific.ob","random_test","0.258375169611172","1.05370581330493","8597"
"42985","DEG","random_test","0.395197334883704","1.01305592028827","8597"
"42986","cpm","random_test","0.0124749795927834","1.10523488195791","8598"
"42987","highexp","random_test","0.0388397754141345","1.09769282830129","8598"
"42988","highvar","random_test","0.374710601081642","1.03409750850841","8598"
"42989","specific.ob","random_test","0.0586332271383812","1.12913491645096","8598"
"42990","DEG","random_test","0.0096433559064053","1.11182717676043","8598"
"42991","cpm","random_test","0.192723914172133","1.04024208148829","8599"
"42992","highexp","random_test","0.163630850634933","1.05397426663599","8599"
"42993","highvar","random_test","0.0633505119937763","1.15469214172234","8599"
"42994","specific.ob","random_test","0.258375169611172","1.05370581330493","8599"
"42995","DEG","random_test","0.0435963900336553","1.08103134987541","8599"
"42996","cpm","random_test","0.561965546507089","0.993977386431742","8600"
"42997","highexp","random_test","0.847858324100045","0.94799307080922","8600"
"42998","highvar","random_test","0.963002562543574","0.843168084138508","8600"
"42999","specific.ob","random_test","0.723645451643856","0.956971032599783","8600"
"43000","DEG","random_test","0.693217163054084","0.97824901755247","8600"
"43001","cpm","random_test","0.245063641730168","1.0321258515449","8601"
"43002","highexp","random_test","0.760682989899601","0.964309602492469","8601"
"43003","highvar","random_test","0.339727050455629","1.0431614728054","8601"
"43004","specific.ob","random_test","0.030746626898869","1.1548463911379","8601"
"43005","DEG","random_test","0.280117063451335","1.02766737418062","8601"
"43006","cpm","random_test","0.782608396546393","0.966577975286967","8602"
"43007","highexp","random_test","0.671262901710758","0.977967268188676","8602"
"43008","highvar","random_test","0.954392435848227","0.851508116972917","8602"
"43009","specific.ob","random_test","0.817976723846854","0.933490374245266","8602"
"43010","DEG","random_test","0.708979493962713","0.976229422513989","8602"
"43011","cpm","random_test","0.920371684466968","0.939744338549345","8603"
"43012","highexp","random_test","0.205477142351916","1.04535863148263","8603"
"43013","highvar","random_test","0.5228839439639","0.998188551403908","8603"
"43014","specific.ob","random_test","0.903577288098566","0.904441992693365","8603"
"43015","DEG","random_test","0.677092251539912","0.980271640392101","8603"
"43016","cpm","random_test","0.64766777442977","0.98412610370534","8604"
"43017","highexp","random_test","0.324833882379925","1.02542421563859","8604"
"43018","highvar","random_test","0.702652969437614","0.954048823798594","8604"
"43019","specific.ob","random_test","0.580521646898459","0.986750911577307","8604"
"43020","DEG","random_test","0.34399906885139","1.01929733885033","8604"
"43021","cpm","random_test","0.769236976501586","0.968516157279042","8605"
"43022","highexp","random_test","0.984183432333918","0.892253809359662","8605"
"43023","highvar","random_test","0.991262505323934","0.793775445452668","8605"
"43024","specific.ob","random_test","0.283879283634431","1.04753362810775","8605"
"43025","DEG","random_test","0.939636303535054","0.932554278459014","8605"
"43026","cpm","random_test","0.455610164552365","1.00589769575037","8606"
"43027","highexp","random_test","0.591608989567555","0.989018443230348","8606"
"43028","highvar","random_test","0.274133949507694","1.06139431306112","8606"
"43029","specific.ob","random_test","0.640261380478966","0.97479169739669","8606"
"43030","DEG","random_test","0.708979493962713","0.976229422513989","8606"
"43031","cpm","random_test","0.205122193212552","1.03819179710784","8607"
"43032","highexp","random_test","0.306129730376878","1.02825760066665","8607"
"43033","highvar","random_test","0.306126753768299","1.05226036594109","8607"
"43034","specific.ob","random_test","0.36698495721118","1.02912038975768","8607"
"43035","DEG","random_test","0.4843082232536","1.00272205596419","8607"
"43036","cpm","random_test","0.957411967101327","0.926535610884205","8608"
"43037","highexp","random_test","0.934079066883962","0.923865403175701","8608"
"43038","highvar","random_test","0.765187019829064","0.936678180466874","8608"
"43039","specific.ob","random_test","0.978222903967436","0.853176764007178","8608"
"43040","DEG","random_test","0.831354095152918","0.958188491392368","8608"
"43041","cpm","random_test","0.491073678662638","1.00191169147889","8609"
"43042","highexp","random_test","0.205477142351916","1.04535863148263","8609"
"43043","highvar","random_test","0.243933758809191","1.07056344352548","8609"
"43044","specific.ob","random_test","0.916420971329198","0.898683172124427","8609"
"43045","DEG","random_test","0.395197334883704","1.01305592028827","8609"
"43046","cpm","random_test","0.0396077651423325","1.0818283734016","8610"
"43047","highexp","random_test","0.570955075962695","0.991791856249934","8610"
"43048","highvar","random_test","0.0527075847290738","1.16422106123772","8610"
"43049","specific.ob","random_test","0.010085853619956","1.19392613347166","8610"
"43050","DEG","random_test","0.626808411820455","0.986357726125976","8610"
"43051","cpm","random_test","0.579476861710243","0.992001240701527","8611"
"43052","highexp","random_test","0.776845154708592","0.961578523934131","8611"
"43053","highvar","random_test","0.143300880896165","1.1075945265812","8611"
"43054","specific.ob","random_test","0.0027700433763786","1.23368837479325","8611"
"43055","DEG","random_test","0.222646297242878","1.03602711934805","8611"
"43056","cpm","random_test","0.579476861710243","0.992001240701527","8612"
"43057","highexp","random_test","0.466012824946772","1.00572375952992","8612"
"43058","highvar","random_test","0.734827978279512","0.945317069388133","8612"
"43059","specific.ob","random_test","0.21123669224965","1.06610211511113","8612"
"43060","DEG","random_test","0.161307318581157","1.04662884417133","8612"
"43061","cpm","random_test","0.630961713625436","0.98609048084177","8613"
"43062","highexp","random_test","0.743908128095628","0.966983860988279","8613"
"43063","highvar","random_test","0.0435479138126084","1.17378683119417","8613"
"43064","specific.ob","random_test","0.640261380478966","0.97479169739669","8613"
"43065","DEG","random_test","0.609508606901452","0.988392510620924","8613"
"43066","cpm","random_test","0.819948049636585","0.960780728992591","8614"
"43067","highexp","random_test","0.957336317141961","0.91325782905253","8614"
"43068","highvar","random_test","0.94426190833637","0.859879373624224","8614"
"43069","specific.ob","random_test","0.723645451643856","0.956971032599783","8614"
"43070","DEG","random_test","0.85326529798633","0.954212280009812","8614"
"43071","cpm","random_test","0.71144969895375","0.976297846055455","8615"
"43072","highexp","random_test","0.529139211332863","0.99735163202413","8615"
"43073","highvar","random_test","0.089634340593096","1.13574418492684","8615"
"43074","specific.ob","random_test","0.696875422713106","0.962895543316819","8615"
"43075","DEG","random_test","0.0629767794185414","1.07235227766653","8615"
"43076","cpm","random_test","0.981262580247889","0.911607085961802","8616"
"43077","highexp","random_test","0.970019427847223","0.905348473504238","8616"
"43078","highvar","random_test","0.954392435848227","0.851508116972917","8616"
"43079","specific.ob","random_test","0.518999294120865","0.998773445362171","8616"
"43080","DEG","random_test","0.574293732418464","0.992471243897612","8616"
"43081","cpm","random_test","0.437996807204356","1.00789558562098","8617"
"43082","highexp","random_test","0.383528074747992","1.01695267560591","8617"
"43083","highvar","random_test","0.274133949507694","1.06139431306112","8617"
"43084","specific.ob","random_test","0.283879283634431","1.04753362810775","8617"
"43085","DEG","random_test","0.863473669154933","0.952228628820945","8617"
"43086","cpm","random_test","0.259256213390345","1.03008855958415","8618"
"43087","highexp","random_test","0.363577580380976","1.01977176113459","8618"
"43088","highvar","random_test","0.123387784175257","1.11694165303662","8618"
"43089","specific.ob","random_test","0.169638068441937","1.07856797303101","8618"
"43090","DEG","random_test","0.161307318581157","1.04662884417133","8618"
"43091","cpm","random_test","0.755420576835204","0.970457230541589","8619"
"43092","highexp","random_test","0.163630850634933","1.05397426663599","8619"
"43093","highvar","random_test","0.0291087179354633","1.19298650516261","8619"
"43094","specific.ob","random_test","0.92794754252291","0.892940142260637","8619"
"43095","DEG","random_test","0.609508606901452","0.988392510620924","8619"
"43096","cpm","random_test","0.741172937840935","0.972401199880881","8620"
"43097","highexp","random_test","0.306129730376878","1.02825760066665","8620"
"43098","highvar","random_test","0.0527075847290738","1.16422106123772","8620"
"43099","specific.ob","random_test","0.856610449134829","0.921813717144618","8620"
"43100","DEG","random_test","0.280117063451335","1.02766737418062","8620"
"43101","cpm","random_test","0.304255612831924","1.02399649169845","8621"
"43102","highexp","random_test","0.0890978365549663","1.07423637244256","8621"
"43103","highvar","random_test","0.339727050455629","1.0431614728054","8621"
"43104","specific.ob","random_test","0.518999294120865","0.998773445362171","8621"
"43105","DEG","random_test","0.44830301469108","1.00684534739668","8621"
"43106","cpm","random_test","0.957411967101327","0.926535610884205","8622"
"43107","highexp","random_test","0.919266708238867","0.929195807198241","8622"
"43108","highvar","random_test","0.560403807802815","0.989296145542093","8622"
"43109","specific.ob","random_test","0.749228801338873","0.951062189394761","8622"
"43110","DEG","random_test","0.842559091755725","0.956198899221907","8622"
"43111","cpm","random_test","0.0240388777563649","1.09241924684151","8623"
"43112","highexp","random_test","0.220738403528813","1.04249642812282","8623"
"43113","highvar","random_test","0.165313729543598","1.09828328918616","8623"
"43114","specific.ob","random_test","0.00823285253381066","1.2005024916693","8623"
"43115","DEG","random_test","0.311342151240252","1.02347546721996","8623"
"43116","cpm","random_test","0.54433489203626","0.995956486551097","8624"
"43117","highexp","random_test","0.847858324100045","0.94799307080922","8624"
"43118","highvar","random_test","0.997231252885971","0.76145325733544","8624"
"43119","specific.ob","random_test","0.310558426307586","1.04137869219207","8624"
"43120","DEG","random_test","0.626808411820455","0.986357726125976","8624"
"43121","cpm","random_test","0.369121381594835","1.01591981495156","8625"
"43122","highexp","random_test","0.508092285066742","1.00012208521548","8625"
"43123","highvar","random_test","0.5228839439639","0.998188551403908","8625"
"43124","specific.ob","random_test","0.396461317842232","1.02301693620338","8625"
"43125","DEG","random_test","0.196653588367819","1.04025999361809","8625"
"43126","cpm","random_test","0.508853875436788","0.99993896484375","8626"
"43127","highexp","random_test","0.424340798720059","1.01132874815732","8626"
"43128","highvar","random_test","0.123387784175257","1.11694165303662","8626"
"43129","specific.ob","random_test","0.426574268707167","1.01693055789121","8626"
"43130","DEG","random_test","0.327504167552943","1.02138468245329","8626"
"43131","cpm","random_test","0.943728303720558","0.932179675925956","8627"
"43132","highexp","random_test","0.926958421002823","0.926528380348898","8627"
"43133","highvar","random_test","0.865911718962555","0.902209195576409","8627"
"43134","specific.ob","random_test","0.92794754252291","0.892940142260637","8627"
"43135","DEG","random_test","0.85326529798633","0.954212280009812","8627"
"43136","cpm","random_test","0.596835070843789","0.990028044455935","8628"
"43137","highexp","random_test","0.871543901659396","0.942599971666721","8628"
"43138","highvar","random_test","0.843981848628066","0.910770915522976","8628"
"43139","specific.ob","random_test","0.640261380478966","0.97479169739669","8628"
"43140","DEG","random_test","0.161307318581157","1.04662884417133","8628"
"43141","cpm","random_test","0.726509965535806","0.974348070111321","8629"
"43142","highexp","random_test","0.671262901710758","0.977967268188676","8629"
"43143","highvar","random_test","0.165313729543598","1.09828328918616","8629"
"43144","specific.ob","random_test","0.947332628333565","0.88150124853842","8629"
"43145","DEG","random_test","0.395197334883704","1.01305592028827","8629"
"43146","cpm","random_test","0.842461901601153","0.956930266731993","8630"
"43147","highexp","random_test","0.726546503215493","0.969723373818554","8630"
"43148","highvar","random_test","0.865911718962555","0.902209195576409","8630"
"43149","specific.ob","random_test","0.189726050681644","1.07232632558286","8630"
"43150","DEG","random_test","0.295538599881236","1.02556969663287","8630"
"43151","cpm","random_test","0.110633523935577","1.05673531128136","8631"
"43152","highexp","random_test","0.139070678913732","1.05974229497523","8631"
"43153","highvar","random_test","0.123387784175257","1.11694165303662","8631"
"43154","specific.ob","random_test","0.610702185143374","0.980763405745188","8631"
"43155","DEG","random_test","0.209411548121335","1.03814182237685","8631"
"43156","cpm","random_test","0.38603853040394","1.01390884983993","8632"
"43157","highexp","random_test","0.287924281940122","1.03109576831225","8632"
"43158","highvar","random_test","0.485224563594019","1.0071140031018","8632"
"43159","specific.ob","random_test","0.0904665588723138","1.11003950479735","8632"
"43160","DEG","random_test","0.831354095152918","0.958188491392368","8632"
"43161","cpm","random_test","0.71144969895375","0.976297846055455","8633"
"43162","highexp","random_test","0.343997455257061","1.02259560514321","8633"
"43163","highvar","random_test","0.970248808674398","0.834859128716894","8633"
"43164","specific.ob","random_test","0.488024186463545","1.00480886289509","8633"
"43165","DEG","random_test","0.295538599881236","1.02556969663287","8633"
"43166","cpm","random_test","0.180796441906075","1.04229568743206","8634"
"43167","highexp","random_test","0.508092285066742","1.00012208521548","8634"
"43168","highvar","random_test","0.410817996074886","1.0250683522464","8634"
"43169","specific.ob","random_test","0.150987174048923","1.08482710639767","8634"
"43170","DEG","random_test","0.4843082232536","1.00272205596419","8634"
"43171","cpm","random_test","0.54433489203626","0.995956486551097","8635"
"43172","highexp","random_test","0.760682989899601","0.964309602492469","8635"
"43173","highvar","random_test","0.765187019829064","0.936678180466874","8635"
"43174","specific.ob","random_test","0.283879283634431","1.04753362810775","8635"
"43175","DEG","random_test","0.0395944702256832","1.08320936991251","8635"
"43176","cpm","random_test","0.231302014140056","1.03410117804223","8636"
"43177","highexp","random_test","0.487030612304611","1.0029283476764","8636"
"43178","highvar","random_test","0.843981848628066","0.910770915522976","8636"
"43179","specific.ob","random_test","0.640261380478966","0.97479169739669","8636"
"43180","DEG","random_test","0.140211567619553","1.0508836597098","8636"
"43181","cpm","random_test","0.71144969895375","0.976297846055455","8637"
"43182","highexp","random_test","0.776845154708592","0.961578523934131","8637"
"43183","highvar","random_test","0.985338254182453","0.810117275075011","8637"
"43184","specific.ob","random_test","0.856610449134829","0.921813717144618","8637"
"43185","DEG","random_test","0.4843082232536","1.00272205596419","8637"
"43186","cpm","random_test","0.217984520690415","1.03614483054011","8638"
"43187","highexp","random_test","0.508092285066742","1.00012208521548","8638"
"43188","highvar","random_test","0.410817996074886","1.0250683522464","8638"
"43189","specific.ob","random_test","0.696875422713106","0.962895543316819","8638"
"43190","DEG","random_test","0.50238242658231","1.00066552708637","8638"
"43191","cpm","random_test","0.831445615199954","0.958854064181934","8639"
"43192","highexp","random_test","0.776845154708592","0.961578523934131","8639"
"43193","highvar","random_test","0.819858179744019","0.919373422422275","8639"
"43194","specific.ob","random_test","0.580521646898459","0.986750911577307","8639"
"43195","DEG","random_test","0.574293732418464","0.992471243897612","8639"
"43196","cpm","random_test","0.319997550750549","1.02197239270893","8640"
"43197","highexp","random_test","0.383528074747992","1.01695267560591","8640"
"43198","highvar","random_test","0.215669786903076","1.07976789078329","8640"
"43199","specific.ob","random_test","0.169638068441937","1.07856797303101","8640"
"43200","DEG","random_test","0.76796248959895","0.968181219938185","8640"
"43201","cpm","random_test","0.119242564328527","1.05466471914619","8641"
"43202","highexp","random_test","0.403799756173434","1.01413834058956","8641"
"43203","highvar","random_test","0.734827978279512","0.945317069388133","8641"
"43204","specific.ob","random_test","0.189726050681644","1.07232632558286","8641"
"43205","DEG","random_test","0.327504167552943","1.02138468245329","8641"
"43206","cpm","random_test","0.304255612831924","1.02399649169845","8642"
"43207","highexp","random_test","0.821460616639978","0.953410537941541","8642"
"43208","highvar","random_test","0.963002562543574","0.843168084138508","8642"
"43209","specific.ob","random_test","0.189726050681644","1.07232632558286","8642"
"43210","DEG","random_test","0.708979493962713","0.976229422513989","8642"
"43211","cpm","random_test","0.782608396546393","0.966577975286967","8643"
"43212","highexp","random_test","0.902084102841669","0.93454404246713","8643"
"43213","highvar","random_test","0.734827978279512","0.945317069388133","8643"
"43214","specific.ob","random_test","0.310558426307586","1.04137869219207","8643"
"43215","DEG","random_test","0.873187124496647","0.950247940728547","8643"
"43216","cpm","random_test","0.508853875436788","0.99993896484375","8644"
"43217","highexp","random_test","0.776845154708592","0.961578523934131","8644"
"43218","highvar","random_test","0.189443275258006","1.08900779224984","8644"
"43219","specific.ob","random_test","0.640261380478966","0.97479169739669","8644"
"43220","DEG","random_test","0.66063044986679","0.98229729606943","8644"
"43221","cpm","random_test","0.420508238519366","1.00989673882895","8645"
"43222","highexp","random_test","0.403799756173434","1.01413834058956","8645"
"43223","highvar","random_test","0.885659924057867","0.893679595110623","8645"
"43224","specific.ob","random_test","0.189726050681644","1.07232632558286","8645"
"43225","DEG","random_test","0.873187124496647","0.950247940728547","8645"
"43226","cpm","random_test","0.906244560921124","0.943543572049918","8646"
"43227","highexp","random_test","0.726546503215493","0.969723373818554","8646"
"43228","highvar","random_test","0.485224563594019","1.0071140031018","8646"
"43229","specific.ob","random_test","0.916420971329198","0.898683172124427","8646"
"43230","DEG","random_test","0.50238242658231","1.00066552708637","8646"
"43231","cpm","random_test","0.0806615311720933","1.06504906597275","8647"
"43232","highexp","random_test","0.0434366542248336","1.09474353975187","8647"
"43233","highvar","random_test","0.0189164201493187","1.21237262213687","8647"
"43234","specific.ob","random_test","0.610702185143374","0.980763405745188","8647"
"43235","DEG","random_test","0.807454303566409","0.96217661439093","8647"
"43236","cpm","random_test","0.38603853040394","1.01390884983993","8648"
"43237","highexp","random_test","0.0434366542248336","1.09474353975187","8648"
"43238","highvar","random_test","0.10552481923484","1.12632482065431","8648"
"43239","specific.ob","random_test","0.982066031158169","0.847558218612784","8648"
"43240","DEG","random_test","0.609508606901452","0.988392510620924","8648"
"43241","cpm","random_test","0.420508238519366","1.00989673882895","8649"
"43242","highexp","random_test","0.287924281940122","1.03109576831225","8649"
"43243","highvar","random_test","0.633706297712217","0.97160822395472","8649"
"43244","specific.ob","random_test","0.518999294120865","0.998773445362171","8649"
"43245","DEG","random_test","0.00587528085392965","1.12074727376538","8649"
"43246","cpm","random_test","0.0194518072961685","1.09667815216719","8650"
"43247","highexp","random_test","0.0809601769607089","1.07715126007804","8650"
"43248","highvar","random_test","0.633706297712217","0.97160822395472","8650"
"43249","specific.ob","random_test","0.169638068441937","1.07856797303101","8650"
"43250","DEG","random_test","0.150512428097688","1.0487546409622","8650"
"43251","cpm","random_test","0.508853875436788","0.99993896484375","8651"
"43252","highexp","random_test","0.403799756173434","1.01413834058956","8651"
"43253","highvar","random_test","0.339727050455629","1.0431614728054","8651"
"43254","specific.ob","random_test","0.723645451643856","0.956971032599783","8651"
"43255","DEG","random_test","0.753865252604473","0.970188753967532","8651"
"43256","cpm","random_test","0.304255612831924","1.02399649169845","8652"
"43257","highexp","random_test","0.163630850634933","1.05397426663599","8652"
"43258","highvar","random_test","0.123387784175257","1.11694165303662","8652"
"43259","specific.ob","random_test","0.426574268707167","1.01693055789121","8652"
"43260","DEG","random_test","0.265098967873721","1.02976850335797","8652"
"43261","cpm","random_test","0.898524879597132","0.945447430739799","8653"
"43262","highexp","random_test","0.487030612304611","1.0029283476764","8653"
"43263","highvar","random_test","0.765187019829064","0.936678180466874","8653"
"43264","specific.ob","random_test","0.938225970612275","0.887212851528295","8653"
"43265","DEG","random_test","0.724355592843068","0.974212850248618","8653"
"43266","cpm","random_test","0.64766777442977","0.98412610370534","8654"
"43267","highexp","random_test","0.0346485083645569","1.10064706715308","8654"
"43268","highvar","random_test","0.0633505119937763","1.15469214172234","8654"
"43269","specific.ob","random_test","0.992233398611801","0.825236870415662","8654"
"43270","DEG","random_test","0.295538599881236","1.02556969663287","8654"
"43271","cpm","random_test","0.863048460303805","0.953091254891516","8655"
"43272","highexp","random_test","0.726546503215493","0.969723373818554","8655"
"43273","highvar","random_test","0.339727050455629","1.0431614728054","8655"
"43274","specific.ob","random_test","0.426574268707167","1.01693055789121","8655"
"43275","DEG","random_test","0.4843082232536","1.00272205596419","8655"
"43276","cpm","random_test","0.245063641730168","1.0321258515449","8656"
"43277","highexp","random_test","0.466012824946772","1.00572375952992","8656"
"43278","highvar","random_test","0.274133949507694","1.06139431306112","8656"
"43279","specific.ob","random_test","0.610702185143374","0.980763405745188","8656"
"43280","DEG","random_test","0.50238242658231","1.00066552708637","8656"
"43281","cpm","random_test","0.957411967101327","0.926535610884205","8657"
"43282","highexp","random_test","0.651895816820613","0.980723698530243","8657"
"43283","highvar","random_test","0.0756157168310538","1.14519990463066","8657"
"43284","specific.ob","random_test","0.903577288098566","0.904441992693365","8657"
"43285","DEG","random_test","0.933981958610837","0.934508519009329","8657"
"43286","cpm","random_test","0.0572829586180367","1.0734133018745","8658"
"43287","highexp","random_test","0.236634801361049","1.03963904838427","8658"
"43288","highvar","random_test","0.668865135393277","0.962812508648932","8658"
"43289","specific.ob","random_test","0.457154576149904","1.01086121356336","8658"
"43290","DEG","random_test","0.295538599881236","1.02556969663287","8658"
"43291","cpm","random_test","0.169344451385711","1.04435261869764","8659"
"43292","highexp","random_test","0.0388397754141345","1.09769282830129","8659"
"43293","highvar","random_test","0.165313729543598","1.09828328918616","8659"
"43294","specific.ob","random_test","0.749228801338873","0.951062189394761","8659"
"43295","DEG","random_test","0.327504167552943","1.02138468245329","8659"
"43296","cpm","random_test","0.906244560921124","0.943543572049918","8660"
"43297","highexp","random_test","0.776845154708592","0.961578523934131","8660"
"43298","highvar","random_test","0.702652969437614","0.954048823798594","8660"
"43299","specific.ob","random_test","0.669035855400357","0.968835754080244","8660"
"43300","DEG","random_test","0.842559091755725","0.956198899221907","8660"
"43301","cpm","random_test","0.38603853040394","1.01390884983993","8661"
"43302","highexp","random_test","0.0890978365549663","1.07423637244256","8661"
"43303","highvar","random_test","0.089634340593096","1.13574418492684","8661"
"43304","specific.ob","random_test","0.5498935974967","0.992754247317286","8661"
"43305","DEG","random_test","0.088509073607824","1.06372574361","8661"
"43306","cpm","random_test","0.0396077651423325","1.0818283734016","8662"
"43307","highexp","random_test","0.0346485083645569","1.10064706715308","8662"
"43308","highvar","random_test","0.243933758809191","1.07056344352548","8662"
"43309","specific.ob","random_test","0.796462574116016","0.939352410399979","8662"
"43310","DEG","random_test","0.556447310672057","0.994515202846416","8662"
"43311","cpm","random_test","0.231302014140056","1.03410117804223","8663"
"43312","highexp","random_test","0.163630850634933","1.05397426663599","8663"
"43313","highvar","random_test","0.0633505119937763","1.15469214172234","8663"
"43314","specific.ob","random_test","0.488024186463545","1.00480886289509","8663"
"43315","DEG","random_test","0.327504167552943","1.02138468245329","8663"
"43316","cpm","random_test","0.996153469253971","0.887722692187987","8664"
"43317","highexp","random_test","0.99693205050533","0.863826528082989","8664"
"43318","highvar","random_test","0.994985709964829","0.777554480530486","8664"
"43319","specific.ob","random_test","0.773527275977684","0.94523001629575","8664"
"43320","DEG","random_test","0.626808411820455","0.986357726125976","8664"
"43321","cpm","random_test","0.71144969895375","0.976297846055455","8665"
"43322","highexp","random_test","0.151016507787605","1.05685584801659","8665"
"43323","highvar","random_test","0.143300880896165","1.1075945265812","8665"
"43324","specific.ob","random_test","0.99033817797707","0.830794381936365","8665"
"43325","DEG","random_test","0.899414285387072","0.944323605888116","8665"
"43326","cpm","random_test","0.831445615199954","0.958854064181934","8666"
"43327","highexp","random_test","0.508092285066742","1.00012208521548","8666"
"43328","highvar","random_test","0.485224563594019","1.0071140031018","8666"
"43329","specific.ob","random_test","0.723645451643856","0.956971032599783","8666"
"43330","DEG","random_test","0.41273171153565","1.01098230663398","8666"
"43331","cpm","random_test","0.0124749795927834","1.10523488195791","8667"
"43332","highexp","random_test","0.19086574976589","1.04822566677936","8667"
"43333","highvar","random_test","0.274133949507694","1.06139431306112","8667"
"43334","specific.ob","random_test","0.0122950670813204","1.18736808369137","8667"
"43335","DEG","random_test","0.236347755122993","1.03391588100795","8667"
"43336","cpm","random_test","0.831445615199954","0.958854064181934","8668"
"43337","highexp","random_test","0.871543901659396","0.942599971666721","8668"
"43338","highvar","random_test","0.306126753768299","1.05226036594109","8668"
"43339","specific.ob","random_test","0.150987174048923","1.08482710639767","8668"
"43340","DEG","random_test","0.556447310672057","0.994515202846416","8668"
"43341","cpm","random_test","0.926802917100878","0.937848954359628","8669"
"43342","highexp","random_test","0.487030612304611","1.0029283476764","8669"
"43343","highvar","random_test","0.633706297712217","0.97160822395472","8669"
"43344","specific.ob","random_test","0.817976723846854","0.933490374245266","8669"
"43345","DEG","random_test","0.927926865535425","0.936465678690786","8669"
"43346","cpm","random_test","0.842461901601153","0.956930266731993","8670"
"43347","highexp","random_test","0.847858324100045","0.94799307080922","8670"
"43348","highvar","random_test","0.597451770766349","0.980436069640833","8670"
"43349","specific.ob","random_test","0.962360475014609","0.870124901152096","8670"
"43350","DEG","random_test","0.59199245361271","0.990430348185054","8670"
"43351","cpm","random_test","0.508853875436788","0.99993896484375","8671"
"43352","highexp","random_test","0.632131728289437","0.983484368437682","8671"
"43353","highvar","random_test","0.702652969437614","0.954048823798594","8671"
"43354","specific.ob","random_test","0.258375169611172","1.05370581330493","8671"
"43355","DEG","random_test","0.327504167552943","1.02138468245329","8671"
"43356","cpm","random_test","0.991694814881552","0.89868912611041","8672"
"43357","highexp","random_test","0.99869445008243","0.851076001096392","8672"
"43358","highvar","random_test","0.918839108713244","0.876716148078475","8672"
"43359","specific.ob","random_test","0.773527275977684","0.94523001629575","8672"
"43360","DEG","random_test","0.724355592843068","0.974212850248618","8672"
"43361","cpm","random_test","0.755420576835204","0.970457230541589","8673"
"43362","highexp","random_test","0.466012824946772","1.00572375952992","8673"
"43363","highvar","random_test","0.885659924057867","0.893679595110623","8673"
"43364","specific.ob","random_test","0.696875422713106","0.962895543316819","8673"
"43365","DEG","random_test","0.842559091755725","0.956198899221907","8673"
"43366","cpm","random_test","0.38603853040394","1.01390884983993","8674"
"43367","highexp","random_test","0.529139211332863","0.99735163202413","8674"
"43368","highvar","random_test","0.123387784175257","1.11694165303662","8674"
"43369","specific.ob","random_test","0.457154576149904","1.01086121356336","8674"
"43370","DEG","random_test","0.395197334883704","1.01305592028827","8674"
"43371","cpm","random_test","0.0875053294339805","1.06296590844266","8675"
"43372","highexp","random_test","0.176914807636722","1.05109754236665","8675"
"43373","highvar","random_test","0.633706297712217","0.97160822395472","8675"
"43374","specific.ob","random_test","0.234137098098678","1.05989529346601","8675"
"43375","DEG","random_test","0.209411548121335","1.03814182237685","8675"
"43376","cpm","random_test","0.596835070843789","0.990028044455935","8676"
"43377","highexp","random_test","0.919266708238867","0.929195807198241","8676"
"43378","highvar","random_test","0.597451770766349","0.980436069640833","8676"
"43379","specific.ob","random_test","0.426574268707167","1.01693055789121","8676"
"43380","DEG","random_test","0.466269477108971","1.00478199492386","8676"
"43381","cpm","random_test","0.54433489203626","0.995956486551097","8677"
"43382","highexp","random_test","0.651895816820613","0.980723698530243","8677"
"43383","highvar","random_test","0.560403807802815","0.989296145542093","8677"
"43384","specific.ob","random_test","0.426574268707167","1.01693055789121","8677"
"43385","DEG","random_test","0.50238242658231","1.00066552708637","8677"
"43386","cpm","random_test","0.991694814881552","0.89868912611041","8678"
"43387","highexp","random_test","0.952254845744401","0.915903088584745","8678"
"43388","highvar","random_test","0.94426190833637","0.859879373624224","8678"
"43389","specific.ob","random_test","0.796462574116016","0.939352410399979","8678"
"43390","DEG","random_test","0.693217163054084","0.97824901755247","8678"
"43391","cpm","random_test","0.420508238519366","1.00989673882895","8679"
"43392","highexp","random_test","0.708628269369064","0.972467109909203","8679"
"43393","highvar","random_test","0.485224563594019","1.0071140031018","8679"
"43394","specific.ob","random_test","0.0216250784291471","1.16780309497338","8679"
"43395","DEG","random_test","0.280117063451335","1.02766737418062","8679"
"43396","cpm","random_test","0.205122193212552","1.03819179710784","8680"
"43397","highexp","random_test","0.651895816820613","0.980723698530243","8680"
"43398","highvar","random_test","0.932458524192693","0.868282001312888","8680"
"43399","specific.ob","random_test","0.310558426307586","1.04137869219207","8680"
"43400","DEG","random_test","0.842559091755725","0.956198899221907","8680"
"43401","cpm","random_test","0.352456649094214","1.01793405801791","8681"
"43402","highexp","random_test","0.0809601769607089","1.07715126007804","8681"
"43403","highvar","random_test","0.306126753768299","1.05226036594109","8681"
"43404","specific.ob","random_test","0.36698495721118","1.02912038975768","8681"
"43405","DEG","random_test","0.121079325413864","1.05515138517327","8681"
"43406","cpm","random_test","0.27386438897181","1.02805457143183","8682"
"43407","highexp","random_test","0.708628269369064","0.972467109909203","8682"
"43408","highvar","random_test","0.702652969437614","0.954048823798594","8682"
