"gene","average_expression","expression_prop"
"GALGAL-R04115",13084682.117758,0.0267120831839369
"GALGAL-R16089",13055564.3998619,0.137863033345285
"GALGAL-R02203",10882573.1335083,0.0193617784152026
"GALGAL-R15133",9871910.05827426,0.0105772678379347
"GALGAL-R01935",9861016.05020268,0.0125493008246683
"GALGAL-R08407",8787480.12366196,0.0439225528863392
"GALGAL-R12283",8501628.35413521,0.0111150950161348
"GALGAL-R04086",5715014.62287755,0.0095016134815346
"GALGAL-R14248",5519058.30026253,0.0198996055934027
"GALGAL-R03121",4731949.34984601,0.0107565435640014
"GALGAL-R01670",4629862.24664053,0.0765507350304769
"GALGAL-R02442",4556176.00154633,0.0553961993546074
"GALGAL-R11200",4550235.90049284,0.0204374327716027
"GALGAL-R01845",4400696.66624807,0.0218716385801363
"GALGAL-R00232",4142185.43887699,0.0337038365005378
"GALGAL-R09362",3735345.77007045,0.0204374327716027
"GALGAL-R08134",3392222.64937114,0.113302258874148
"GALGAL-R09965",3362078.20052854,0.0161348153460022
"GALGAL-R04146",3135596.78326556,0.0170311939763356
"GALGAL-R12956",2859493.28610291,0.067228397275009
"GALGAL-R07065",2234228.19577522,0.00645392613840086
"GALGAL-R05882",1948710.80697651,0.0207959842237361
"GALGAL-R12725",1887199.21448648,0.0147006095374686
"GALGAL-R04448",1778048.21380025,0.0566511294370742
"GALGAL-R09080",1758717.8269943,0.0259949802796701
"GALGAL-R10465",1518491.86341719,0.0200788813194693
"GALGAL-R14741",1200059.25434648,0.00627465041233417
"GALGAL-R11140",1183959.51141614,0.0749372534958767
"GALGAL-R09955",1074781.86380913,0.0154177124417354
"GALGAL-R04077",1041605.22760067,0.00215130871280029
"GALGAL-R03176",939480.322775604,0.0211545356758695
"GALGAL-R12146",777609.231322589,0.072427393330943
"GALGAL-R05719",721068.05597572,0.148798852635353
"GALGAL-R09550",670151.748618371,0.135353173180351
"GALGAL-R03563",613172.76116591,0.0120114736464683
"GALGAL-R05887",491879.986586958,0.0281462889924704
"GALGAL-R03500",475624.877010829,0.0190032269630692
"GALGAL-R04442",392973.22966215,0.0292219433488706
"GALGAL-R09002",316523.329102183,0.00519899605593403
"GALGAL-R16594",220880.105444897,0.171387594119756
"GALGAL-R10451",213456.935218132,0.030118321979204
"GALGAL-R08896",201792.938849214,0.02491932592327
"GALGAL-R05445",194867.362540622,0.012728576550735
"GALGAL-R05339",169107.441835939,0.0882036572248118
"GALGAL-R16145",167128.1610759,0.0139835066332019
"GALGAL-R03852",161685.522828696,0.0206167084976694
"GALGAL-R06678",141369.975330289,0.0152384367156687
"GALGAL-R05986",123462.938859281,0.00770885622086769
"GALGAL-R08476",97853.5040610408,0.0155969881678021
"GALGAL-R16883",77850.2490296847,0.0157762638938688
"GALGAL-R00423",70445.9231008825,0.0290426676228039
"GALGAL-R16329",51902.5358609079,0.00340623879526712
"GALGAL-R06631",48843.5952107506,0.00770885622086769
"GALGAL-R10840",48626.5261109941,0.0132664037289351
"GALGAL-R10478",42055.9839714264,0.0129078522768017
"GALGAL-R07064",41217.978406205,0.0460738615991395
"GALGAL-R10438",41106.3052708872,0.0114736464682682
"GALGAL-R17568",37057.9218056698,0.0181068483327357
"GALGAL-R16556",33678.8758339145,0.00968088920760129
"GALGAL-R00284",31518.8584062883,0.0161348153460022
"GALGAL-R06287",29713.9705185995,0.00143420580853352
"GALGAL-R16114",29554.2079297849,0.0238436715668698
"GALGAL-R11091",22613.5800465913,0.0100394406597347
"GALGAL-R12185",17853.1981434131,0.0100394406597347
"GALGAL-R05716",12206.5552528377,0.0148798852635353
"GALGAL-R06658",11886.4225112989,0.00770885622086769
"GALGAL-R14464",11800.8604091004,0.0186446755109358
"GALGAL-R06302",11682.6709804383,0.0234851201147365
"GALGAL-R05489",11106.5599861897,0.00555754750806741
"GALGAL-R16452",10286.7201702832,0.0037647902474005
"GALGAL-R01303",9385.43950606233,0.00788813194693438
"GALGAL-R12246",9243.39290597633,0.00412334169953388
"GALGAL-R03108",8106.44209346458,0.00824668339906777
"GALGAL-R06163",8067.71902724946,0.0155969881678021
"GALGAL-R16527",8018.77276882252,0.00806740767300108
"GALGAL-R08667",7357.55394994917,0.00609537468626748
"GALGAL-R00380",6584.94825647947,0.0095016134815346
"GALGAL-R00905",4425.21094297702,0.0154177124417354
"GALGAL-R05466",3898.87055644161,0.00896378630333453
"GALGAL-R14488",3814.68726265481,0.00394406597346719
"GALGAL-R02292",2768.59539573497,0.00681247759053424
"GALGAL-R01823",2755.82806566906,0.0270706346360703
"GALGAL-R13961",2647.67457025622,0.00806740767300108
"GALGAL-R00594",2364.17930931211,0.00735030476873431
"GALGAL-R03965",2142.89418440346,0.00519899605593403
"GALGAL-R09036",2012.36154167524,0.0143420580853352
"GALGAL-R07315",1744.70730249838,0.0111150950161348
"GALGAL-R15071",1710.18097006696,0.00107565435640014
"GALGAL-R12102",1465.34675118678,0.00161348153460022
"GALGAL-R14456",1286.56906726712,0.00322696306920043
"GALGAL-R06226",1249.77405759407,0.0123700250986016
"GALGAL-R17131",1052.58803508108,0.0259949802796701
"GALGAL-R14877",791.795427243378,0.00932233775546791
"GALGAL-R15979",724.572994207916,0.0019720329867336
"GALGAL-R00056",686.376657828795,0.012728576550735
"GALGAL-R01037",557.902344392848,0.00717102904266762
"GALGAL-R03907",538.48037661482,0.0129078522768017
"GALGAL-R12729",488.772140339427,0.00161348153460022
"GALGAL-R11661",480.789172500561,0.00878451057726784
"GALGAL-R03528",440.467103619059,0.00770885622086769
"GALGAL-R10410",437.04519867823,0.0198996055934027
"GALGAL-R00279",433.23421831718,0.0148798852635353
"GALGAL-R08360",406.503665399481,0.0168519182502689
"GALGAL-R11151",291.864160092876,0.000896378630333453
"GALGAL-R06321",223.277546351344,0.00430261742560057
"GALGAL-R04169",174.467564127459,0.0148798852635353
"GALGAL-R17705",132.38113173406,0.000896378630333453
"GALGAL-R15239",109.388365252794,0.00233058443886698
"GALGAL-R12096",49.2533011124072,0.00663320186446755
"GALGAL-R03974",45.2516039700961,0.00842595912513446
"GALGAL-R03078",41.4375250345205,0.00537827178200072
"GALGAL-R05485",40.384357743129,0.00448189315166726
"GALGAL-R15339",38.8353372294964,0.00519899605593403
"GALGAL-R04937",29.4423105255696,0.0037647902474005
"GALGAL-R10308",21.1149157381423,0.00537827178200072
"GALGAL-R11953",20.8294001937754,0.00161348153460022
"GALGAL-R00205",19.7406158264581,0.0120114736464683
"GALGAL-R05244",16.0130364950319,0.00286841161706705
"GALGAL-R10193",13.7615175783248,0.00161348153460022
"GALGAL-R16477",11.9241191429449,0.00161348153460022
"GALGAL-R03839",11.1285688484913,0.00394406597346719
"GALGAL-R08962",10.9512697583392,0.00250986016493367
"GALGAL-R00471",10.4161237384759,0.00268913589100036
"GALGAL-R06328",8.1677855966391,0.00215130871280029
"GALGAL-R12892",5.16901863949575,0.00161348153460022
"GALGAL-R05146",5.06242742897511,0.00322696306920043
